"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2021-22","Spring","MGT","3946","Cadet Organizational Ldrshp","McGrath","3.65","65.7","11.4","8.6","5.7","0","2.9","2.9","0","0","0","2.9","0","0","35","17668","  1"
"2016-17","Fall","ACIS","5604","Acct Fund. Execut. Dec. Making","Easterwood","3.91","83.3","11.1","0","5.6","0","0","0","0","0","0","0","0","0","18","80185","  2"
"2016-17","Fall","BIT","5644","Mgt of Info for Bus Decisions","Ragsdale","3.73","55.6","22.2","5.6","16.7","0","0","0","0","0","0","0","0","0","18","81297","  2"
"2016-17","Fall","BIT","5644","Mgt of Info for Bus Decisions","Abrahams","3.84","61.1","33.3","0","5.6","0","0","0","0","0","0","0","0","0","18","81298","  2"
"2016-17","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.33","0","33.3","33.3","33.3","0","0","0","0","0","0","0","0","0","9","84668","  4"
"2016-17","Fall","HTM","4454","Hospitality Revenue Management","Perdue","3.5","33.3","16.7","25","16.7","8.3","0","0","0","0","0","0","0","0","12","84681","  3"
"2016-17","Fall","MGT","5384","Eth Dim Leadership","Gates","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","85921","  3"
"2016-17","Fall","MGT","5614","Designing & Managing Orgs","Gittens","3.53","16.7","44.4","22.2","11.1","5.6","0","0","0","0","0","0","0","0","18","85925","  2"
"2016-17","Fall","MKTG","4154","Marketing Research","Bagchi","2.93","8.3","16.7","8.3","8.3","41.7","8.3","0","8.3","0","0","0","0","0","12","85974","  3"
"2016-17","Fall","MGT","3014","MGT Career Planning Strategy","O'Donnell","3.72","75","8.3","0","8.3","0","0","8.3","0","0","0","0","0","0","12","89045","  3"
"2016-17","Fall","FIN","2114","Invest & Financial Literacy","Carter","3.35","33.3","33.3","0","0","16.7","8.3","0","8.3","0","0","0","0","0","12","89094","  3"
"2016-17","Spring","ACIS","5324","Taxation of Business Entities","Seago","3.7","33.3","41.7","25","0","0","0","0","0","0","0","0","0","0","12","10179","  3"
"2016-17","Spring","BIT","4614","Information Security","James","3.51","33.3","41.7","8.3","0","0","8.3","8.3","0","0","0","0","0","1","12","11363","  3"
"2016-17","Spring","FIN","4254","Bank Mgt & Financial","Morgan","2.4","16.7","0","0","8.3","16.7","8.3","25","16.7","0","0","8.3","0","0","12","14169","  3"
"2016-17","Spring","FIN","5654","Principles of Financial Mgmt","Pinkerton","3.42","33.3","5.6","16.7","44.4","0","0","0","0","0","0","0","0","0","18","14186","  2"
"2016-17","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.27","22.2","11.1","11.1","33.3","22.2","0","0","0","0","0","0","0","0","9","14828","  4"
"2016-17","Spring","HTM","3524","Lodging Management","Magnini","3.34","8.3","33.3","16.7","33.3","8.3","0","0","0","0","0","0","0","0","12","14835","  3"
"2016-17","Spring","MGT","3444","Multi Diversity in Orgs","Ward Bartlett","3.65","16.7","58.3","25","0","0","0","0","0","0","0","0","0","0","12","15955","  3"
"2016-17","Spring","MKTG","4754","Strategic Marketing","Coupey","3.21","25","33.3","0","25","8.3","0","0","0","0","0","0","8.3","0","12","16086","  3"
"2016-17","Spring","MKTG","5624","Business Negotiations","Sirgy","3.69","55.6","16.7","11.1","11.1","5.6","0","0","0","0","0","0","0","0","18","16105","  2"
"2016-17","Spring","BIT","4514","Database Technology for Bus","Fernandez","3.78","66.7","16.7","0","16.7","0","0","0","0","0","0","0","0","0","12","18598","  3"
"2016-17","Spring","MGT","4084","Management Consulting","Skripak","3.42","16.7","25","33.3","16.7","8.3","0","0","0","0","0","0","0","0","12","19796","  3"
"2017-18","Fall","ACIS","5604","Acct Fund. Execut. Dec. Making","Easterwood","3.88","66.7","27.8","5.6","0","0","0","0","0","0","0","0","0","0","18","80182","  2"
"2017-18","Fall","BIT","5644","Mgt of Info for Bus Decisions","Ragsdale","3.84","77.8","11.1","0","5.6","5.6","0","0","0","0","0","0","0","0","18","81342","  2"
"2017-18","Fall","BIT","5654","Project Management","Badinelli","3.37","22.2","27.8","16.7","22.2","0","5.6","5.6","0","0","0","0","0","0","18","81344","  2"
"2017-18","Fall","FIN","5674","Investments and Portfolio Mgmt","Billingsley","3.18","27.8","5.6","16.7","27.8","5.6","5.6","5.6","5.6","0","0","0","0","0","18","84164","  2"
"2017-18","Fall","HTM","5534","Comp Strat Hosp Indus","Farrar","3.72","41.7","33.3","25","0","0","0","0","0","0","0","0","0","0","12","84851","  3"
"2017-18","Fall","MKTG","5614","Marketing Analysis","Reilly","3.59","27.8","27.8","38.9","5.6","0","0","0","0","0","0","0","0","0","18","86199","  2"
"2017-18","Fall","REAL","1004","Discovering Real Estate","Clark","3.71","61.1","16.7","11.1","5.6","0","0","5.6","0","0","0","0","0","1","18","87505","  2"
"2017-18","Fall","MGT","5314","Organization Behavior","Becker","3.66","25","58.3","0","16.7","0","0","0","0","0","0","0","0","0","12","88714","  3"
"2017-18","Spring","ACIS","5144","Financial Statements for Mgrs","Easterwood","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","18","10172","  2"
"2017-18","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.62","55.6","11.1","22.2","0","0","11.1","0","0","0","0","0","0","0","9","15052","  4"
"2017-18","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.03","22.2","0","22.2","33.3","11.1","0","0","0","0","11.1","0","0","0","9","15053","  4"
"2017-18","Spring","MKTG","5104","Marketing Policy And Strategy","Khan","3","0","0","41.7","16.7","41.7","0","0","0","0","0","0","0","0","12","16370","  3"
"2017-18","Spring","HTM","2314","Intro International Business","Singal","2.89","8.3","8.3","16.7","16.7","25","16.7","0","8.3","0","0","0","0","0","12","19609","  3"
"2017-18","Spring","BIT","5624","Project Management","Offenkrantz","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","19701","  2"
"2018-19","Fall","FIN","4134","Fin Planning Applications","Lytton","2.07","0","0","0","16.7","0","41.7","8.3","16.7","8.3","0","8.3","0","0","12","84465","  3"
"2018-19","Fall","HTM","3444","Fin Mgt Hospit Org","Walton","3.47","33.3","16.7","16.7","25","8.3","0","0","0","0","0","0","0","0","12","85174","  3"
"2018-19","Fall","FIN","4274","Equity Securities","Ye","3.23","8.3","25","16.7","25","25","0","0","0","0","0","0","0","0","12","90125","  3"
"2018-19","Spring","BIT","4454","Bus Analysis Seminar in IT","Abrahams","3.31","41.7","16.7","8.3","16.7","0","0","0","8.3","8.3","0","0","0","0","12","11499","  3"
"2018-19","Spring","BIT","4614","Information Security","James","3.38","25","25","8.3","16.7","25","0","0","0","0","0","0","0","0","12","11516","  3"
"2018-19","Spring","FIN","4154","Real Estate Finance","Murray","3.31","25","16.7","25","16.7","8.3","0","0","8.3","0","0","0","0","0","12","14621","  3"
"2018-19","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.48","22.2","22.2","33.3","22.2","0","0","0","0","0","0","0","0","0","9","15350","  4"
"2018-19","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.52","33.3","22.2","22.2","11.1","11.1","0","0","0","0","0","0","0","0","9","15351","  4"
"2018-19","Spring","HTM","5464","Franchising Hosp Mgmt","Khan","3.57","25","41.7","8.3","25","0","0","0","0","0","0","0","0","0","12","15374","  3"
"2018-19","Spring","MGT","4354","Leadership Skills","Walz","3.5","58.3","8.3","0","8.3","8.3","16.7","0","0","0","0","0","0","0","12","16543","  3"
"2019-20","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.34","11.1","33.3","11.1","33.3","11.1","0","0","0","0","0","0","0","0","9","85428","  4"
"2019-20","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.3","0","33.3","22.2","44.4","0","0","0","0","0","0","0","0","0","9","85432","  4"
"2019-20","Fall","MGT","4394","Strategic Management","Zach","3.06","8.3","16.7","0","50","8.3","16.7","0","0","0","0","0","0","0","12","87338","  3"
"2019-20","Spring","ACIS","5104","Fundamentals of Accounting","Pevzner","3.97","91.7","8.3","0","0","0","0","0","0","0","0","0","0","0","12","10192","  3"
"2019-20","Spring","FIN","2114","Invest & Financial Literacy","Reilly","3.75","66.7","8.3","8.3","16.7","0","0","0","0","0","0","0","0","1","12","14858","  3"
"2019-20","Spring","FIN","4144","Int Fin Mgt","Tran","3.49","33.3","16.7","33.3","8.3","0","8.3","0","0","0","0","0","0","0","12","14908","  3"
"2019-20","Spring","HTM","2434","Hospitality Sales","Feiertag","3.67","75","0","0","16.7","0","0","8.3","0","0","0","0","0","0","12","15717","  3"
"2019-20","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.41","11.1","33.3","33.3","11.1","11.1","0","0","0","0","0","0","0","0","9","15728","  4"
"2019-20","Spring","HTM","4414","Food and Beverage Management","Duetsch","3.97","91.7","8.3","0","0","0","0","0","0","0","0","0","0","0","12","15737","  3"
"2019-20","Spring","MGT","3604","Managerial Analytics","Markham","3.42","16.7","33.3","25","16.7","0","8.3","0","0","0","0","0","0","0","12","17235","  3"
"2019-20","Spring","MGT","3614","Strategy Competition Analytics","Hunt","3.42","8.3","33.3","33.3","25","0","0","0","0","0","0","0","0","0","12","17239","  3"
"2019-20","Spring","MGT","3804","Topics Cadet Global Ldrshp Sts","Humphrey","3.97","91.7","8.3","0","0","0","0","0","0","0","0","0","0","0","12","17243","  3"
"2019-20","Spring","MGT","3804","Topics Cadet Global Ldrshp Sts","Humphrey","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","17244","  3"
"2019-20","Spring","REAL","2034","Real Estate Data Analysis","Robert","3.17","25","8.3","8.3","25","16.7","16.7","0","0","0","0","0","0","0","12","18779","  3"
"2020-21","Fall","ACIS","5444","Forensic & Investigative Acctg","Rogers","3.72","41.7","33.3","25","0","0","0","0","0","0","0","0","0","0","12","80182","  3"
"2020-21","Fall","ACIS","5654","Advanced Accounting Analytics","Shortt","3.7","41.7","33.3","16.7","8.3","0","0","0","0","0","0","0","0","0","12","80189","  3"
"2020-21","Fall","ACIS","5414","Auditing Theory","Stein","3.7","66.7","8.3","0","16.7","8.3","0","0","0","0","0","0","0","0","12","90566","  3"
"2020-21","Fall","ACIS","5414","Auditing Theory","Stein","3.48","8.3","50","25","8.3","8.3","0","0","0","0","0","0","0","0","12","90567","  3"
"2020-21","Fall","ACIS","4124","Governmental Acctg","Garner","2.82","16.7","25","0","16.7","16.7","0","0","0","8.3","16.7","0","0","0","12","90653","  3"
"2020-21","Spring","ACIS","5654","Advanced Accounting Analytics","Shortt","3.43","8.3","41.7","16.7","33.3","0","0","0","0","0","0","0","0","0","12","10207","  3"
"2020-21","Spring","FIN","3144","Investments: Debt-Equity-Deriv","Klock","3.08","8.3","25","25","8.3","8.3","8.3","16.7","0","0","0","0","0","2","12","15226","  3"
"2020-21","Spring","HTM","3044","Private Club Management","Duetsch","3.68","33.3","41.7","16.7","8.3","0","0","0","0","0","0","0","0","0","12","21594","  3"
"2021-22","Fall","ACIS","4124","Governmental Acctg","Garner","3.12","33.3","16.7","16.7","8.3","8.3","0","0","8.3","0","0","0","8.3","3","12","80162","  3"
"2021-22","Fall","ACIS","4344","Tax for Financial Planners","Compton","3.1","16.7","16.7","0","25","33.3","0","8.3","0","0","0","0","0","2","12","80169","  3"
"2021-22","Fall","BIT","2164","Foundations Security Environ","Suong","3.2","50","16.7","0","8.3","8.3","0","0","0","8.3","0","0","8.3","1","12","81691","  3"
"2021-22","Fall","BIT","3454","Business Process Improvement","Nottingham","1.67","0","0","8.3","0","0","0","41.7","16.7","8.3","16.7","0","8.3","6","12","81723","  3"
"2021-22","Fall","BIT","4964","Field Study","Baker","3.83","91.7","0","0","0","0","0","8.3","0","0","0","0","0","0","12","81749","  3"
"2021-22","Fall","HTM","5564","HTM IT & Business Analytics","Zwibak","3.33","25","16.7","25","16.7","8.3","0","8.3","0","0","0","0","0","0","12","86059","  3"
"2021-22","Spring","ACIS","4684","IS Security and Assurance","Kogan","3.4","16.7","41.7","8.3","25","0","0","8.3","0","0","0","0","0","0","12","10192","  3"
"2021-22","Spring","ACIS","5364","Multi-jurisdictional Tax Cncpt","Compton","3.39","58.3","8.3","0","25","0","0","0","0","0","0","0","8.3","0","12","10204","  3"
"2021-22","Spring","HTM","3044","Private Club Management","Hutchinson","3.76","58.3","25","0","16.7","0","0","0","0","0","0","0","0","0","12","16326","  3"
"2021-22","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.27","0","44.4","22.2","22.2","0","0","11.1","0","0","0","0","0","0","9","20197","  4"
"2022-23","Fall","ACIS","4344","Tax for Financial Planners","Compton","3","8.3","8.3","25","25","16.7","0","16.7","0","0","0","0","0","0","12","80170","  3"
"2022-23","Fall","FIN","3114","Python-Data Analytics, Finance","Spicer","3.35","33.3","0","33.3","25","0","0","8.3","0","0","0","0","0","1","12","85268","  3"
"2022-23","Fall","HTM","3414","Food Prep, Purch and Mgt","Bratton","3.74","55.6","22.2","11.1","11.1","0","0","0","0","0","0","0","0","0","9","86293","  4"
"2022-23","Fall","BIT","3554","Networks, Telecom, & Security","Shen","2.96","16.7","33.3","8.3","8.3","8.3","0","8.3","8.3","0","0","0","8.3","0","12","90909","  3"
"2022-23","Fall","MGT","4935","Cadet Citizen Leader Practicum","Cox","3.83","77.8","5.6","11.1","0","5.6","0","0","0","0","0","0","0","0","18","91268","  2"
"2022-23","Fall","MGT","2984","SS: Foundations of MCA","Williamson","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","12","91623","  3"
"2022-23","Spring","BIT","4624","Cybersecurity Analytics","Adjerid","2.78","8.3","8.3","16.7","33.3","8.3","8.3","8.3","0","0","0","0","8.3","0","12","11926","  3"
"2022-23","Spring","BIT","5414","Global Operations Management","Hoopes","3.78","66.7","16.7","0","16.7","0","0","0","0","0","0","0","0","0","12","11935","  3"
"2022-23","Spring","HTM","3044","Private Club Management","Hutchinson","3.75","50","25","25","0","0","0","0","0","0","0","0","0","0","12","16492","  3"
"2022-23","Spring","HTM","3414","Food Prep, Purch and Mgt","Bratton","3.89","77.8","11.1","11.1","0","0","0","0","0","0","0","0","0","0","9","16494","  4"
"2023-24","Fall","ACIS","5104","Fundamentals of Accounting","Bhattacharjee","3.23","41.7","16.7","0","16.7","16.7","0","0","0","0","0","0","8.3","0","12","80183","  3"
"2023-24","Fall","ACIS","5124","Govt & Nfp Acctg","Garner","3.59","33.3","41.7","8.3","8.3","0","8.3","0","0","0","0","0","0","0","12","80184","  3"
"2023-24","Fall","FIN","3114","Python-Data Analytics, Finance","Spicer","3.19","25","16.7","25","16.7","0","8.3","0","0","0","0","8.3","0","1","12","85403","  3"
"2023-24","Fall","FIN","4154","Real Estate Finance","Everett","3.28","25","25","8.3","16.7","8.3","8.3","8.3","0","0","0","0","0","1","12","85435","  3"
"2023-24","Fall","MGT","4935","Cadet Citizen Leader Practicum","Mallory","3.81","55.6","33.3","5.6","5.6","0","0","0","0","0","0","0","0","0","18","87876","  2"
"2023-24","Fall","MKTG","4984","SS: Intro to AI in MKTG","Rao","3.23","16.7","33.3","25","16.7","0","0","0","0","0","0","0","8.3","1","12","91719","  3"
"2016-17","Fall","MGT","5614","Designing & Managing Orgs","Mecham","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","85924","  2"
"2022-23","Fall","MGT","3945","Cadet Organizational Ldrshp","Shelton","3.58","47.4","26.3","10.5","7.9","2.6","2.6","0","0","0","0","0","2.6","0","38","87852","  1"
"2022-23","Fall","ACIS","1104","Careers in ACIS","Compton","3.58","89.5","0","0","0","0","0","0","0","0","0","0","10.5","2","38","91553","  1"
"2022-23","Spring","MGT","1936","Fund of Cadet Leadership","Cox","3.66","52.6","26.3","5.3","5.3","5.3","0","5.3","0","0","0","0","0","0","19","21021","  2"
"2022-23","Spring","MGT","4936","Cadet Citizen Leader Practicum","Cox","3.76","68.4","10.5","5.3","10.5","5.3","0","0","0","0","0","0","0","0","19","21041","  2"
"2016-17","Fall","MKTG","3104","Marketing Management","Wertalik","3.75","53.8","23.1","15.4","7.7","0","0","0","0","0","0","0","0","0","13","85968","  3"
"2016-17","Fall","ACIS","5534","Systems Development","Belanger","3.72","46.2","30.8","15.4","7.7","0","0","0","0","0","0","0","0","0","13","88915","  3"
"2016-17","Fall","FIN","3144","Investments: Debt-Equity-Deriv","Wang","3.1","15.4","15.4","15.4","23.1","7.7","15.4","7.7","0","0","0","0","0","0","13","89063","  3"
"2016-17","Spring","HTM","4464","Human Res Mgt HRIM","Kang","3.75","61.5","15.4","7.7","15.4","0","0","0","0","0","0","0","0","0","13","14841","  3"
"2016-17","Spring","MKTG","4154","Marketing Research","Jiang","3.45","15.4","23.1","46.2","15.4","0","0","0","0","0","0","0","0","0","13","16056","  3"
"2016-17","Spring","FIN","4214","Financial Modeling in Excel","Spicer","2.86","7.7","0","23.1","30.8","15.4","15.4","0","0","7.7","0","0","0","1","13","18644","  3"
"2017-18","Fall","FIN","4134","Fin Planning Applications","Lytton","2.38","0","0","15.4","0","23.1","23.1","30.8","0","7.7","0","0","0","0","13","84136","  3"
"2017-18","Fall","FIN","4244","Asset Valuation & Governance","Bowen","3.42","23.1","46.2","7.7","7.7","0","0","15.4","0","0","0","0","0","0","13","84149","  3"
"2017-18","Fall","FIN","5104","Corporate Finance","Mansi","3.65","30.8","38.5","23.1","7.7","0","0","0","0","0","0","0","0","0","13","84157","  3"
"2017-18","Fall","FIN","5124","Inv Analysis/Portfolio Mgt","Kumar","3.72","53.8","30.8","7.7","0","0","7.7","0","0","0","0","0","0","0","13","84159","  3"
"2017-18","Fall","HTM","3044","Private Club Management","Duetsch","3.6","23.1","46.2","15.4","15.4","0","0","0","0","0","0","0","0","0","13","84824","  3"
"2017-18","Fall","HTM","4354","IT & Social Media in HTM","Xiang","3.65","46.2","38.5","0","7.7","0","0","7.7","0","0","0","0","0","0","13","84836","  3"
"2017-18","Spring","HTM","5424","Human Resource Management","Minarich","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","15077","  3"
"2017-18","Spring","MGT","4084","Management Consulting","Skripak","3.57","7.7","53.8","38.5","0","0","0","0","0","0","0","0","0","0","13","16213","  3"
"2017-18","Spring","MKTG","3104","Marketing Management","Wertalik","3.88","69.2","23.1","7.7","0","0","0","0","0","0","0","0","0","0","13","16319","  3"
"2017-18","Spring","HTM","5954","Study Abroad","Khan","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","19532","  3"
"2018-19","Fall","ACIS","5314","Tax Concepts and Research","Salbador","3.34","7.7","38.5","30.8","7.7","7.7","0","7.7","0","0","0","0","0","0","13","80169","  3"
"2018-19","Fall","HTM","5534","Comp Strat Hosp Indus","Farrar","3.53","30.8","15.4","38.5","15.4","0","0","0","0","0","0","0","0","0","13","85191","  3"
"2018-19","Fall","MKTG","4754","Strategic Marketing","Coupey","3","0","0","23.1","53.8","23.1","0","0","0","0","0","0","0","0","13","86533","  3"
"2018-19","Fall","ACIS","5194","Financial Statement Analysis","Brown","3.51","30.8","15.4","30.8","23.1","0","0","0","0","0","0","0","0","0","13","89974","  3"
"2018-19","Spring","FIN","3134","Financial Analytics","MacKinlay","2.79","15.4","7.7","15.4","0","15.4","15.4","30.8","0","0","0","0","0","0","13","14595","  3"
"2018-19","Spring","HTM","3444","Fin Mgt Hospit Org","Walton","2.92","7.7","15.4","23.1","15.4","15.4","7.7","0","7.7","7.7","0","0","0","0","13","15354","  3"
"2018-19","Spring","HTM","4454","Hospitality Revenue Management","Nicolau Gonzalbez","3.98","92.3","7.7","0","0","0","0","0","0","0","0","0","0","0","13","15360","  3"
"2018-19","Spring","REAL","3014","Prof Develop in Real Estate","Everett","3.87","76.9","12.8","5.1","5.1","0","0","0","0","0","0","0","0","0","39","19766","  1"
"2019-20","Fall","ACIS","5314","Tax Concepts and Research","Green","3.65","38.5","30.8","15.4","15.4","0","0","0","0","0","0","0","0","0","13","80179","  3"
"2019-20","Fall","ACIS","5324","Taxation of Business Entities","Green","3.51","46.2","0","15.4","38.5","0","0","0","0","0","0","0","0","0","13","80180","  3"
"2019-20","Fall","MGT","4344","Prod and Qual Leader","Deck","3.21","30.8","15.4","0","30.8","0","7.7","15.4","0","0","0","0","0","0","13","87332","  3"
"2019-20","Fall","MKTG","4154","Marketing Research","Jiang","3.5","7.7","53.8","23.1","7.7","7.7","0","0","0","0","0","0","0","0","13","87437","  3"
"2019-20","Fall","MKTG","4204","Consumer Behavior","May","2.95","15.4","15.4","15.4","7.7","15.4","7.7","15.4","7.7","0","0","0","0","1","13","87440","  3"
"2019-20","Spring","ACIS","3116","Intermediate Financial Acct","Garner","3.74","76.9","0","15.4","0","0","0","7.7","0","0","0","0","0","0","13","10150","  3"
"2019-20","Spring","ACIS","4114","Advanced Financial Accounting","Garner","3.98","92.3","7.7","0","0","0","0","0","0","0","0","0","0","1","13","10163","  3"
"2019-20","Spring","ACIS","4414","Financial Statement Auditing","Hale","3.48","46.2","15.4","15.4","15.4","0","0","0","0","7.7","0","0","0","0","13","10179","  3"
"2019-20","Spring","ACIS","5334","Advanced Corporate Tax","Green","3.81","46.2","46.2","7.7","0","0","0","0","0","0","0","0","0","0","13","10198","  3"
"2019-20","Spring","BIT","5724","Managerial Statistics","Baker","3.59","38.5","23.1","23.1","7.7","7.7","0","0","0","0","0","0","0","0","13","11686","  3"
"2019-20","Spring","FIN","4154","Real Estate Finance","Murray","3.46","7.7","38.5","38.5","15.4","0","0","0","0","0","0","0","0","0","13","14909","  3"
"2019-20","Spring","FIN","4214","Financial Modeling in Excel","Spicer","3.8","61.5","23.1","7.7","7.7","0","0","0","0","0","0","0","0","0","13","14912","  3"
"2019-20","Spring","FIN","4234","Venture Cap & Inv Banking","Kender","3.46","23.1","30.8","23.1","15.4","0","7.7","0","0","0","0","0","0","0","13","14917","  3"
"2019-20","Spring","MGT","4394","Strategic Management","Jin","3.65","23.1","53.8","15.4","7.7","0","0","0","0","0","0","0","0","0","13","17266","  3"
"2020-21","Fall","ACIS","3115","Intermediate Financial Acct","Erickson","2.9","23.1","7.7","7.7","15.4","15.4","7.7","7.7","7.7","7.7","0","0","0","1","13","80138","  3"
"2020-21","Fall","ACIS","4124","Governmental Acctg","Garner","3.03","15.4","15.4","7.7","23.1","15.4","15.4","0","7.7","0","0","0","0","0","13","80153","  3"
"2020-21","Fall","ACIS","4344","Tax for Financial Planners","Compton","3.02","15.4","7.7","15.4","30.8","7.7","7.7","15.4","0","0","0","0","0","0","13","80157","  3"
"2020-21","Fall","ACIS","5124","Govt & Nfp Acctg","Garner","3.72","69.2","7.7","7.7","0","15.4","0","0","0","0","0","0","0","0","13","80173","  3"
"2020-21","Fall","BIT","2164","Foundations Security Environ","Brantly","3.85","84.6","7.7","0","0","0","7.7","0","0","0","0","0","0","0","13","81645","  3"
"2020-21","Spring","ACIS","5584","Info Sys Security & Assurance","Belanger","3.52","30.8","23.1","30.8","0","15.4","0","0","0","0","0","0","0","0","13","10201","  3"
"2020-21","Spring","FIN","3154","Corporate Finance","Artavanis","2.92","23.1","15.4","7.7","23.1","0","15.4","0","7.7","0","0","0","7.7","1","13","15232","  3"
"2020-21","Spring","MGT","4394","Strategic Management","Curtis","3.67","30.8","38.5","30.8","0","0","0","0","0","0","0","0","0","0","13","17897","  3"
"2021-22","Fall","FIN","3134","Financial Analytics","Hart","2.35","15.4","7.7","15.4","0","0","7.7","23.1","7.7","7.7","7.7","0","7.7","11","13","85057","  3"
"2021-22","Fall","MGT","4064","Developing Entrep Ventures","Schaudt","3.52","23.1","46.2","23.1","0","0","0","0","7.7","0","0","0","0","0","13","88466","  3"
"2021-22","Spring","ACIS","5334","Advanced Corporate Tax","Green","3.49","61.5","15.4","0","15.4","0","0","0","0","0","0","0","7.7","0","13","10203","  3"
"2021-22","Spring","FIN","3074","Legal & Finance Entrepreneurs","McClanahan","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","15340","  3"
"2021-22","Spring","FIN","4144","Int Fin Mgt","Tran","3.31","23.1","7.7","23.1","30.8","15.4","0","0","0","0","0","0","0","0","13","15380","  3"
"2021-22","Spring","FIN","3114","Python-Data Analytics, Finance","Lo","3.72","61.5","23.1","7.7","0","0","0","7.7","0","0","0","0","0","0","13","21020","  3"
"2021-22","Spring","BIT","3414","Operations & Supply Chain Mgt","Badinelli","2.69","7.7","7.7","0","23.1","15.4","23.1","23.1","0","0","0","0","0","0","13","21590","  3"
"2021-22","Spring","BIT","4604","Data Gov, Privacy, Ethics","Barhorst","3.75","53.8","23.1","15.4","7.7","0","0","0","0","0","0","0","0","0","13","21800","  3"
"2022-23","Fall","ACIS","5124","Govt & Nfp Acctg","Garner","3.52","46.2","23.1","7.7","7.7","7.7","0","0","7.7","0","0","0","0","0","13","80187","  3"
"2022-23","Fall","ACIS","5124","Govt & Nfp Acctg","Garner","3.72","46.2","30.8","15.4","7.7","0","0","0","0","0","0","0","0","0","13","80188","  3"
"2022-23","Fall","BIT","3444","Adv Bus Comp and App","Raman","2.42","15.4","7.7","7.7","15.4","15.4","0","7.7","0","7.7","7.7","7.7","7.7","0","13","81821","  3"
"2022-23","Fall","BIT","4164","Future of Security","Zhang","3.93","76.9","23.1","0","0","0","0","0","0","0","0","0","0","0","13","81833","  3"
"2022-23","Fall","MGT","5784","International Management","Hatfield","3.65","38.5","30.8","23.1","0","7.7","0","0","0","0","0","0","0","0","13","87883","  3"
"2022-23","Spring","ACIS","5654","Advanced Accounting Analytics","Shortt","3.53","46.2","7.7","23.1","15.4","0","7.7","0","0","0","0","0","0","0","13","10220","  3"
"2022-23","Spring","BIT","4964","Field Study","Baker","3.85","69.2","23.1","0","7.7","0","0","0","0","0","0","0","0","0","13","11928","  3"
"2022-23","Spring","MGT","3946","Cadet Organizational Ldrshp","Shelton","3.57","35.9","28.2","15.4","10.3","10.3","0","0","0","0","0","0","0","0","39","21037","  1"
"2023-24","Fall","ACIS","4114","Advanced Financial Accounting","Garner","2.85","23.1","15.4","0","15.4","15.4","7.7","15.4","0","0","0","0","7.7","0","13","80162","  3"
"2023-24","Fall","BIT","3554","Networks, Telecom, & Security","Shen","3.21","7.7","23.1","23.1","30.8","7.7","0","7.7","0","0","0","0","0","0","13","81912","  3"
"2023-24","Fall","MGT","5314","Organization Behavior","Becker","3.79","30.8","69.2","0","0","0","0","0","0","0","0","0","0","0","13","87887","  3"
"2016-17","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.42","0","30","70","0","0","0","0","0","0","0","0","0","0","10","84669","  4"
"2016-17","Spring","REAL","2034","Real Estate Data Analysis","Boyle","3.54","65","15","5","0","0","5","5","0","0","0","0","5","0","20","18539","  2"
"2017-18","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.74","50","30","10","10","0","0","0","0","0","0","0","0","0","10","84826","  4"
"2017-18","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.44","0","50","40","0","10","0","0","0","0","0","0","0","0","10","84829","  4"
"2017-18","Fall","MKTG","5624","Business Negotiations","Khan","3.94","80","20","0","0","0","0","0","0","0","0","0","0","0","20","88350","  2"
"2017-18","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.78","40","50","10","0","0","0","0","0","0","0","0","0","0","10","15055","  4"
"2018-19","Fall","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.34","10","30","20","30","10","0","0","0","0","0","0","0","0","10","85171","  4"
"2018-19","Spring","HTM","3414","Food Prep, Purch and Mgt","Sexton","3.34","30","30","20","0","0","0","10","10","0","0","0","0","0","10","15348","  4"
